area,name,from_region,to_region,transition_type,direction,rule,notes
queensbury_crypt,Queensbury Crypt Solemn Generator Crypt Stair,Queensbury Crypt Solemn Generator,Queensbury Crypt Royal Tomb,STAIRS,NORTH,,
queensbury_crypt,Queensbury Crypt Solemn Generator Tower Tunnel Door,Queensbury Crypt Solemn Generator,Mourner's Mile Tower Tunnel Main,DOORS,SOUTH,,
backwaters,,Backwaters Upper Swamp Entrance,Backwaters Upper Swamp Waterfall,INTERNAL,,,
backwaters,Backwaters Upper Swamp Entrance North Area Transition,Backwaters Upper Swamp Entrance,Western Wilds Western Pond,AREA_SCREENS,NORTH,,
backwaters,,Backwaters Upper Swamp Waterfall,Backwaters Upper Swamp Back,INTERNAL,,CanJumpTiles(distance=2),
backwaters,,Backwaters Upper Swamp Back,Backwaters Upper Swamp Entrance,INTERNAL,,CanJumpTiles(distance=2),
backwaters,Backwaters Upper Swamp Back East Transition,Backwaters Upper Swamp Back,Backwaters Upper Swamp Secret Room,SCREENS,EAST,,
backwaters,,Backwaters Upper Swamp Back,Backwaters Upper Swamp Fenced,INTERNAL,,CanJumpTiles(distance=4) | CanSwim(),
backwaters,Backwaters Upper Swamp Secret Room West Transition,Backwaters Upper Swamp Secret Room,Backwaters Upper Swamp Back,SCREENS,WEST,,
backwaters,,Backwaters Upper Swamp Fenced,Backwaters Upper Lantern Pad,INTERNAL,,CanJumpTiles(distance=4) | CanSwim(),
backwaters,,Backwaters Upper Swamp Fenced,Backwaters Upper Swamp Back,INTERNAL,,CanJumpTiles(distance=4) | CanSwim(),
backwaters,,Backwaters Upper Lantern Pad,Backwaters Upper Swamp Entrance Exit,INTERNAL,,CanBurrow(),
backwaters,,Backwaters Upper Lantern Pad,Backwaters Upper Swamp East,INTERNAL,,CanJumpTiles(distance=3) | CanSwim(),
backwaters,,Backwaters Upper Lantern Pad,Backwaters Upper Lantern Cave,DOORS,NORTH,"Has(""SparkUpgrade"", count=2) & HasLadder()",
backwaters,,Backwaters Upper Lantern Cave,Backwaters Upper Lantern Pad,DOORS,SOUTH,,
backwaters,,Backwaters Upper Swamp Entrance Exit,Backwaters Upper Swamp Entrance,INTERNAL,,,
backwaters,,Backwaters Upper Swamp East,Backwaters Upper Lantern Pad,INTERNAL,,CanJumpTiles(distance=3) | CanSwim(),
backwaters,,Backwaters Upper Swamp East,Backwaters Upper Swamp Lily,INTERNAL,,CanJumpTiles(distance=2) | CanSwim(),
backwaters,,Backwaters Upper Swamp Lily,Backwaters Upper Swamp East,INTERNAL,,CanJumpTiles(distance=2) | CanSwim(),
backwaters,,Backwaters Upper Swamp Lily,Backwaters Upper Lantern Pad,INTERNAL,,CanSwim(),
backwaters,Backwaters Upper Swamp Lily East Locked Transition,Backwaters Upper Swamp Lily,Backwaters Pinky Outside,SCREENS,EAST,"Has(""Pinky Kear"")",
backwaters,Backwaters Upper Swamp Lily South Transition,Backwaters Upper Swamp Lily,Backwaters Lower Swamp,SCREENS,SOUTH,,
backwaters,Backwaters Pinky Outside Shop Door,Backwaters Pinky Outside,Backwaters Pinky Shop,DOORS,NORTH,,
backwaters,Backwaters Pinky Outside West Locked Transition,Backwaters Pinky Outside,Backwaters Upper Swamp Lily,SCREENS,WEST,"Has(""Pinky Kear"")",
backwaters,Backwaters Pinky Outside East Transition,Backwaters Pinky Outside,Backwaters Pinky Front Lawn East,SCREENS,EAST,,
backwaters,Backwaters Pinky Shop Exit,Backwaters Pinky Shop,Backwaters Pinky Outside,DOORS,SOUTH,,
backwaters,Backwaters Pinky Front Lawn East West Transition,Backwaters Pinky Front Lawn East,Backwaters Pinky Outside,SCREENS,WEST,,
backwaters,,Backwaters Pinky Front Lawn East,Backwaters Pinky Front Lawn West,INTERNAL,,CanBurrow(),
backwaters,,Backwaters Pinky Front Lawn West,Backwaters Pinky Front Lawn East,INTERNAL,,CanBurrow(),
backwaters,Backwaters Pinky Front Lawn West North Transition,Backwaters Pinky Front Lawn West,Backwaters Pinky Back Pond Board,SCREENS,NORTH,,
backwaters,Backwaters Pinky Back Pond Board South Transition,Backwaters Pinky Back Pond Board,Backwaters Pinky Front Lawn West,SCREENS,SOUTH,,
backwaters,,Backwaters Pinky Back Pond Board,Backwaters Pinky Back Pond Lawn,INTERNAL,,CanJumpTiles(distance=3) | CanSwim(),
backwaters,,Backwaters Pinky Back Pond Lawn,Backwaters Pinky Back Pond Board,INTERNAL,,CanJumpTiles(distance=3) | CanSwim(),
backwaters,Backwaters Pinky Back Pond Lawn West Shop Entrance,Backwaters Pinky Back Pond Lawn,Backwaters Pinky Shop Back,SCREENS,WEST,"Has(""Pinky Back Kear"")",
backwaters,Backwaters Pinky Shop Back East Exit,Backwaters Pinky Shop Back,Backwaters Pinky Back Pond Lawn,SCREENS,EAST,"Has(""Pinky Back Kear"")",
backwaters,,Backwaters Pinky Shop Back,Backwaters Pinky Shop,INTERNAL,,,
backwaters,Backwaters Lower Swamp North Transition,Backwaters Lower Swamp,Backwaters Upper Swamp Lily,SCREENS,NORTH,,
backwaters,,Backwaters Lower Swamp,Backwaters Lower Swamp Shanty Band,INTERNAL,,CanSwim(),
backwaters,,Backwaters Lower Swamp,Backwaters Lower Swamp Station Entrance,INTERNAL,,CanJumpTiles(distance=2) | CanSwim(),
backwaters,,Backwaters Lower Swamp,Backwaters Lower Swamp Fishing,INTERNAL,,"CanJumpTiles(distance=7) | Has(""Backwaters Fishing Kear"")",
backwaters,,Backwaters Lower Swamp,Backwaters Lower Swamp Bayou Entrance,INTERNAL,,CanSwim(),
backwaters,,Backwaters Lower Swamp Fishing,Backwaters Lower Swamp,INTERNAL,,"CanJumpTiles(distance=7) | Has(""Backwaters Fishing Kear"")",
backwaters,Backwaters Lower Swamp Fishing East Transition,Backwaters Lower Swamp Fishing,Backwaters Fishing Hole,SCREENS,EAST,,
backwaters,,Backwaters Lower Swamp Station Entrance,Backwaters Lower Swamp,INTERNAL,,CanJumpTiles(distance=2) | CanSwim(),
backwaters,,Backwaters Lower Swamp Station Entrance,Backwaters Lower Swamp Bayou Entrance,INTERNAL,,CanBurrow() | CanSwim(),
backwaters,Backwaters Lower Swamp Station Entrance East Transition,Backwaters Lower Swamp Station Entrance,Backwaters Lower Swamp Station,SCREENS,EAST,,
backwaters,,Backwaters Lower Swamp Bayou Entrance,Backwaters Lower Swamp Shanty Band,INTERNAL,,,
backwaters,Backwaters Lower Swamp Bayou Entrance Lucky Burrow,Backwaters Lower Swamp Bayou Entrance,Backwaters Lucky's Lair,BURROW,NORTH,CanBurrow(),
backwaters,Backwaters Lower Swamp Bayou Entrance West Transition,Backwaters Lower Swamp Bayou Entrance,Backwaters Bayou Falls East,SCREENS,WEST,,
backwaters,Backwaters Lucky's Lair Burrow Exit,Backwaters Lucky's Lair,Backwaters Lower Swamp Bayou Entrance,BURROW,SOUTH,CanBurrow(),
backwaters,Backwaters Lucky's Lair Pipe,Backwaters Lucky's Lair,Nox's Bayou Bog Pipe Room,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,CanBurrow(),
backwaters,,Backwaters Lower Swamp Shanty Band,Backwaters Lower Swamp Bayou Entrance,INTERNAL,,CanJumpTiles(distance=4) | CanSwim(),
backwaters,,Backwaters Lower Swamp Shanty Band,Backwaters Lower Swamp,INTERNAL,,CanSwim(),
backwaters,Backwaters Lower Swamp Shanty Band Secret North Transition,Backwaters Lower Swamp Shanty Band,Backwaters Upper Swamp Back,SCREENS,NORTH,CanSwim(),
backwaters,Backwaters Fishing Hole West Transition,Backwaters Fishing Hole,Backwaters Lower Swamp Fishing,SCREENS,WEST,,
backwaters,Backwaters Fishing Hole East Transition,Backwaters Fishing Hole,Backwaters Thalessian Way Lower,SCREENS,EAST,,
backwaters,Backwaters Thalessian Way Lower West Transition,Backwaters Thalessian Way Lower,Backwaters Fishing Hole,SCREENS,WEST,,
backwaters,,Backwaters Thalessian Way Lower,Backwaters Thalessian Way Upper,INTERNAL,,"Has(""FishingRod"") & HasReachingSideArm()",
backwaters,,Backwaters Thalessian Way Upper,Backwaters Thalessian Way Lower,INTERNAL,,,
backwaters,Backwaters Thalessian Way Upper East Transition,Backwaters Thalessian Way Upper,Backwaters Thalessian Lillies,SCREENS,EAST,,
backwaters,Backwaters Thalessian Lillies West Transition,Backwaters Thalessian Lillies,Backwaters Thalessian Way Upper,SCREENS,WEST,,
backwaters,Backwaters Lower Swamp Station Train,Backwaters Lower Swamp Station,Ossex Train Caboose,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,"Has(""TrainPass"") & Has(""BayouTicket"")",
backwaters,Backwaters Lower Swamp Station South Area Transition,Backwaters Lower Swamp Station,Loner's Landing Bay,AREA_SCREENS,SOUTH,,
backwaters,Backwaters Bayou Falls East East Transition,Backwaters Bayou Falls East,Backwaters Lower Swamp Bayou Entrance,SCREENS,EAST,,
backwaters,,Backwaters Bayou Falls East,Backwaters Bayou Falls West,INTERNAL,,CanJumpTiles(distance=3) | CanSwim(),
backwaters,,Backwaters Bayou Falls West,Backwaters Bayou Falls East,INTERNAL,,CanJumpTiles(distance=2) | CanSwim(),
backwaters,Backwaters Bayou Falls West Area Transition,Backwaters Bayou Falls West,Nox's Bayou Boat Station Path,AREA_SCREENS,WEST,,
loners_landing,Loner's Landing Bay North Area Transition,Loner's Landing Bay,Backwaters Lower Swamp Station,AREA_SCREENS,NORTH,,
loners_landing,,Loner's Landing Bay,Loner's Landing Bay Cliff,INTERNAL,,HasLadder(),
loners_landing,Loner's Landing Bay East Transition,Loner's Landing Bay,Loner's Landing Boat Side,SCREENS,EAST,,
loners_landing,Loner's Landing Boat Side West Transition,Loner's Landing Boat Side,Loner's Landing Bay,SCREENS,WEST,,
loners_landing,,Loner's Landing Bay Cliff,Loner's Landing Bay,INTERNAL,,,
loners_landing,Loner's Landing Bay Cliff East Transition,Loner's Landing Bay Cliff,Loner's Landing Cliff,SCREENS,EAST,,
loners_landing,Loner's Landing Cliff West Transition,Loner's Landing Cliff,Loner's Landing Bay Cliff,SCREENS,WEST,,
loners_landing,,Loner's Landing Cliff,Loner's Landing Waterfall,INTERNAL,,CanClimb(),
loners_landing,Loner's Landing Waterfall West Burrow,Loner's Landing Waterfall,Loner's Landing Belowdecks,BURROW,WEST,CanSwim(),
loners_landing,Loner's Landing Belowdecks East Burrow,Loner's Landing Belowdecks,Loner's Landing Waterfall,BURROW,EAST,CanBurrow(),
loners_landing,,Loner's Landing Belowdecks,Loner's Landing Belowdecks Chests,INTERNAL,,"Has(""Loner's Landing Belowdecks Back Kear"") & CanJumpTiles(distance=2)",
loners_landing,,Loner's Landing Belowdecks Chests,Loner's Landing Belowdecks,INTERNAL,,"Has(""Loner's Landing Belowdecks Back Kear"") & CanJumpTiles(distance=2)",
loners_landing,,Loner's Landing Belowdecks Chests,Loner's Landing Belowdecks Front,INTERNAL,,CanJumpTiles(distance=2),
loners_landing,,Loner's Landing Belowdecks Front,Loner's Landing Belowdecks Chests,INTERNAL,,CanJumpTiles(distance=2),
loners_landing,Loner's Landing Belowdecks Front Stairs,Loner's Landing Belowdecks Front,Loner's Landing Shipwreck,STAIRS,NORTH,,
loners_landing,Loner's Landing Shipwreck Stairs,Loner's Landing Shipwreck,Loner's Landing Belowdecks Chests,STAIRS,NORTH,,
loners_landing,,Loner's Landing Shipwreck,Loner's Landing Dock,INTERNAL,,,
loners_landing,Loner's Landing Dock Pipe,Loner's Landing Dock,Loner's Landing Boardwalk Pipe Landing,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,CanBurrow(),
loners_landing, Loner's Landing Dock East Transition,Loner's Landing Dock,Loner's Landing Blighted Docks Gangplank,SCREENS,EAST,,
loners_landing,Loner's Landing Blighted Docks Gangplank West Transition,Loner's Landing Blighted Docks Gangplank,Loner's Landing Dock,SCREENS,WEST,,
loners_landing,Loner's Landing Blighted Docks Gangplank East Transition,Loner's Landing Blighted Docks Gangplank,Loner's Landing Blighted Docks First Carry,SCREENS,EAST,,
loners_landing,Loner's Landing Blighted Docks First Carry West Transtition,Loner's Landing Blighted Docks First Carry,Loner's Landing Blighted Docks Gangplank,SCREENS,WEST,,
loners_landing,,Loner's Landing Blighted Docks First Carry,Loner's Landing Blighted Docks First Burrow,INTERNAL,,CanCarry(),
loners_landing,,Loner's Landing Blighted Docks First Burrow,Loner's Landing Blighted Docks First Carry,INTERNAL,,CanBurrow(),
loners_landing,,Loner's Landing Blighted Docks First Burrow,Loner's Landing Blighted Docks First Burrow Top,INTERNAL,,CanBurrow(),
loners_landing,,Loner's Landing Blighted Docks First Burrow Top,Loner's Landing Blighted Docks First Burrow,INTERNAL,,CanBurrow(),
loners_landing,Loner's Landing Blighted Docks First Burrow Top North Transition,Loner's Landing Blighted Docks First Burrow Top,Loner's Landing Blighted Docks Fences Bottom,SCREENS,NORTH,,
loners_landing,Loner's Landing Blighted Docks Fences Bottom South Transition,Loner's Landing Blighted Docks Fences Bottom,Loner's Landing Blighted Docks First Burrow Top,SCREENS,SOUTH,,
loners_landing,,Loner's Landing Blighted Docks Fences Bottom,Loner's Landing Blighted Docks Fences Top,INTERNAL,,CanBurrow(),
loners_landing,Loner's Landing Blighted Docks Fences Top West Transition,Loner's Landing Blighted Docks Fences Top,Loner's Landing Blighted Docks Side Cave,BURROW,WEST,CanBurrow(),
loners_landing, Loner's Landing Blighted Docks Fences Top North Transition,Loner's Landing Blighted Docks Fences Top,Loner's Landing Blighted Docks Bridge Gate,SCREENS,NORTH,,
loners_landing,Loner's Landing Blighted Docks Side Cave East Burrow,Loner's Landing Blighted Docks Side Cave,Loner's Landing Blighted Docks Fences Top,BURROW,EAST,CanBurrow(),
loners_landing,Loner's Landing Blighted Docks Bridge Gate South Transition,Loner's Landing Blighted Docks Bridge Gate,Loner's Landing Blighted Docks Fences Top,SCREENS,SOUTH,,
loners_landing,Loner's Landing Blighted Docks Bridge Gate North Transition,Loner's Landing Blighted Docks Bridge Gate,Loner's Landing Blighted Docks Lower Bridge,SCREENS,NORTH,,
loners_landing, Loner's Landing Blighted Docks Lower Bridge South Transition,Loner's Landing Blighted Docks Lower Bridge,Loner's Landing Blighted Docks Bridge Gate,SCREENS,SOUTH,,
loners_landing,,Loner's Landing Blighted Docks Lower Bridge,Loner's Landing Blighted Docks Bridge Cliff,INTERNAL,,CanClimb(),
loners_landing,Loner's Landing Blighted Docks Lower Bridge East Transition,Loner's Landing Blighted Docks Lower Bridge,Loner's Landing Blighted Docks Road Lower,SCREENS,EAST,,
loners_landing,,Loner's Landing Blighted Docks Bridge Cliff,Loner's Landing Blighted Docks Lower Bridge,INTERNAL,,CanClimb(),
loners_landing,,Loner's Landing Blighted Docks Bridge Cliff,Loner's Landing Blighted Docks Bridge,INTERNAL,,CanClimb() & CanBounce(),
loners_landing,Loner's Landing Blighted Docks Bridge Cliff Door,Loner's Landing Blighted Docks Bridge Cliff,Loner's Landing Blighted Docks Residence,DOORS,NORTH,,
loners_landing,Loner's Landing Blighted Docks Residence Exit,Loner's Landing Blighted Docks Residence,Loner's Landing Blighted Docks Bridge Cliff,DOORS,SOUTH,,
loners_landing,,Loner's Landing Blighted Docks Bridge,Loner's Landing Blighted Docks Lower Bridge,INTERNAL,,,
loners_landing,Loner's Landing Blighted Docks Bridge East Transition,Loner's Landing Blighted Docks Bridge,Loner's Landing Blighted Docks Road Upper,SCREENS,EAST,,
loners_landing,Loner's Landing Blighted Docks Road Lower West Transition,Loner's Landing Blighted Docks Road Lower,Loner's Landing Blighted Docks Lower Bridge,SCREENS,WEST,,
loners_landing,Loner's Landing Blighted Docks Road Upper West Transition,Loner's Landing Blighted Docks Road Upper,Loner's Landing Blighted Docks Bridge,SCREENS,WEST,,
loners_landing,,Loner's Landing Blighted Docks Road Upper,Loner's Landing Blighted Docks Road ,INTERNAL,,,
loners_landing,,Loner's Landing Blighted Docks Road ,Loner's Landing Blighted Docks Road Lower,INTERNAL,,,
loners_landing,Loner's Landing Blighted Docks Road Geyser Down,Loner's Landing Blighted Docks Road ,Loner's Landing Blighted Docks Burrow,GEYSER_DOWN,OVERWORLD,CanBurrow(),
loners_landing,Loner's Landing Blighted Docks Road East Transition,Loner's Landing Blighted Docks Road ,Loner's Landing Boardwalk Road,SCREENS,EAST,,
loners_landing,Loner's Landing Blighted Docks Burrow Geyser Up,Loner's Landing Blighted Docks Burrow,Loner's Landing Blighted Docks Road ,GEYSER_UP,OVERWORLD,CanBurrow(),
loners_landing,Loner's Landing Boardwalk Road West Transition,Loner's Landing Boardwalk Road,Loner's Landing Blighted Docks Road ,SCREENS,WEST,,
loners_landing,,Loner's Landing Boardwalk Road,Loner's Landing Boardwalk Firewalk,INTERNAL,,CanJumpTiles(distance=2),
loners_landing,Loner's Landing Boardwalk Firewalk North Transition,Loner's Landing Boardwalk Firewalk,Loner's Landing Boardwalk Spike Path,SCREENS,NORTH,,
loners_landing,Loner's Landing Boardwalk Firewalk South Transition,Loner's Landing Boardwalk Firewalk,Loner's Landing Boardwalk Fire Bounce,SCREENS,SOUTH,CanBounce(),
loners_landing,Loner's Landing Boardwalk Fire Bounce East Transition,Loner's Landing Boardwalk Fire Bounce,Loner's Landing Boardwalk Sandfalls Ledge,SCREENS,EAST,CanBounce(),
loners_landing,Loner's Landing Boardwalk Fire Bounce North Transition,Loner's Landing Boardwalk Fire Bounce,Loner's Landing Boardwalk Firewalk,SCREENS,NORTH,CanBounce(),
loners_landing,Loner's Landing Boardwalk Pipe Landing North Drop,Loner's Landing Boardwalk Pipe Landing,Loner's Landing Boardwalk Sandfalls Ledge,SCREENS,NORTH,,
loners_landing,Loner's Landing Boardwalk Pipe Landing Pipe,Loner's Landing Boardwalk Pipe Landing,Loner's Landing Dock,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,CanBurrow(),
loners_landing,Loner's Landing Boardwalk Sandfalls Ledge West Transition,Loner's Landing Boardwalk Sandfalls Ledge,Loner's Landing Boardwalk Fire Bounce,SCREENS,WEST,CanBounce(),
loners_landing,Loner's Landing Boardwalk Sandfalls Lake North Transition,Loner's Landing Boardwalk Sandfalls Lake,Sandfalls Sandwater Junction,SCREENS,NORTH,,
loners_landing,Loner's Landing Boardwalk Sandfalls Lake South Transition,Loner's Landing Boardwalk Sandfalls Lake,Loner's Landing Boardwalk Sandfalls Pipe Lake,SCREENS,SOUTH,CanJumpTiles(distance=2),
loners_landing,Loner's Landing Boardwalk Sandfalls Pipe Lake North Transition,Loner's Landing Boardwalk Sandfalls Pipe Lake,Loner's Landing Boardwalk Sandfalls Lake,SCREENS,NORTH,,
loners_landing,Loner's Landing Boardwalk Spike Path South Transition,Loner's Landing Boardwalk Spike Path,Loner's Landing Boardwalk Firewalk,SCREENS,SOUTH,,
loners_landing,Loner's Landing Boardwalk Spike Path West Burrow,Loner's Landing Boardwalk Spike Path,Loner's Landing Boardwalk Spike Cave,BURROW,WEST,CanBurrow(),
loners_landing,,Loner's Landing Boardwalk Spike Path,Loner's Landing Boardwalk Spike Gate,INTERNAL,,CanBurrow(),
loners_landing,Loner's Landing Boardwalk Spike Gate North Area Transition,Loner's Landing Boardwalk Spike Gate,Southern Outskirts Commons Main,AREA_SCREENS,NORTH,,
loners_landing,,Loner's Landing Boardwalk Spike Path Upper,Loner's Landing Boardwalk Spike Path,INTERNAL,,,
loners_landing,Loner's Landing Boardwalk Spike Path Upper North Burrow West,Loner's Landing Boardwalk Spike Path Upper,Loner's Landing Boardwalk Spike Cave,BURROW,NORTH,CanBurrow(),
loners_landing,Loner's Landing Boardwalk Spike Path Upper North Burrow East,Loner's Landing Boardwalk Spike Path Upper,Loner's Landing Boardwalk Spike Cave,BURROW,NORTH,CanBurrow(),
loners_landing,Loner's Landing Boardwalk Spike Cave East Burrow,Loner's Landing Boardwalk Spike Cave,Loner's Landing Boardwalk Spike Path,BURROW,EAST,CanBurrow(),
loners_landing,Loner's Landing Boardwalk Spike Cave South Burrow West,Loner's Landing Boardwalk Spike Cave,Loner's Landing Boardwalk Spike Path Upper,BURROW,SOUTH,CanBurrow(),
loners_landing,Loner's Landing Boardwalk Spike Cave South Burrow East,Loner's Landing Boardwalk Spike Cave,Loner's Landing Boardwalk Spike Path Upper,BURROW,SOUTH,CanBurrow(),
bayou,Nox's Bayou Boat Station East Area Transition,Nox's Bayou Boat Station Path,Backwaters Bayou Falls West,AREA_SCREENS,EAST,,
bayou,,Nox's Bayou Boat Station Path,Nox's Bayou Boat Station,INTERNAL,,CanBurrow(),
bayou,,Nox's Bayou Boat Station,Nox's Bayou Boat Station Path,INTERNAL,,CanBurrow(),
bayou,,Nox's Bayou Boat Station,Nox's Bayou Boat,INTERNAL,,,
bayou,Nox's Bayou Boat Ride West,Nox's Bayou Boat,Nox's Bayou Boardwalk,SCREENS,WEST,,
